2025-09-17 14:11:48.063 | INFO     | utils.config:from_yaml:68 - Configuration loaded.
2025-09-17 14:11:48.063 | INFO     | __main__:run_tools:8 - Loaded 21 vulnerabilities from configuration.
2025-09-17 14:11:48.063 | INFO     | __main__:run_tools:44 - Loaded 21 vulnerabilities from configuration.
2025-09-17 14:11:48.076 | INFO     | __main__:run_tools:46 - get 21 bugs
2025-09-17 14:11:48.076 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on apache__rocketmq_CVE-2023-37582_4.9.6
2025-09-17 14:11:48.088 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__rocketmq_CVE-2023-37582_4.9.6 already exists, skipping.
2025-09-17 14:11:48.088 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on apache__rocketmq_CVE-2023-37582_4.9.6
2025-09-17 14:11:48.088 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on apache__rocketmq_CVE-2023-33246_5.1.0
2025-09-17 14:11:48.088 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__rocketmq_CVE-2023-33246_5.1.0 already exists, skipping.
2025-09-17 14:11:48.088 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on apache__rocketmq_CVE-2023-33246_5.1.0
2025-09-17 14:11:48.088 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on spring-cloud__spring-cloud-gateway_CVE-2022-22947_3.0.6
2025-09-17 14:11:54.790 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on spring-cloud__spring-cloud-gateway_CVE-2022-22947_3.0.6
2025-09-17 14:11:54.791 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on asf__nifi_CVE-2023-34468_1.21.0
2025-09-17 14:12:00.309 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on asf__nifi_CVE-2023-34468_1.21.0
2025-09-17 14:12:00.309 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on asf__nifi_CVE-2023-36542_1.22.0
2025-09-17 14:12:05.855 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on asf__nifi_CVE-2023-36542_1.22.0
2025-09-17 14:12:05.855 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on xerial__sqlite-jdbc_CVE-2023-32697_3.41.2.1
2025-09-17 14:12:05.856 | INFO     | core.iris:run_on_target:38 - IRIS output for xerial__sqlite-jdbc_CVE-2023-32697_3.41.2.1 already exists, skipping.
2025-09-17 14:12:05.856 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on xerial__sqlite-jdbc_CVE-2023-32697_3.41.2.1
2025-09-17 14:12:05.856 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on apache__dolphinscheduler_CVE-2023-51770_3.2.0
2025-09-17 14:12:05.856 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__dolphinscheduler_CVE-2023-51770_3.2.0 already exists, skipping.
2025-09-17 14:12:05.856 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on apache__dolphinscheduler_CVE-2023-51770_3.2.0
2025-09-17 14:12:05.857 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on fabric8io__kubernetes-client_CVE-2021-4178_5.0.2
2025-09-17 14:12:05.857 | INFO     | core.iris:run_on_target:38 - IRIS output for fabric8io__kubernetes-client_CVE-2021-4178_5.0.2 already exists, skipping.
2025-09-17 14:12:05.857 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on fabric8io__kubernetes-client_CVE-2021-4178_5.0.2
2025-09-17 14:12:05.857 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on apache__dubbo_CVE-2021-30180_2.7.9
2025-09-17 14:12:05.857 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__dubbo_CVE-2021-30180_2.7.9 already exists, skipping.
2025-09-17 14:12:05.858 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on apache__dubbo_CVE-2021-30180_2.7.9
2025-09-17 14:12:05.858 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on apache__incubator-dubbo_CVE-2021-30181_2.6.8
2025-09-17 14:12:05.858 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__incubator-dubbo_CVE-2021-30181_2.6.8 already exists, skipping.
2025-09-17 14:12:05.858 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on apache__incubator-dubbo_CVE-2021-30181_2.6.8
2025-09-17 14:12:05.858 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on SpringSource__spring-security-oauth_CVE-2018-1260_2.3.2.RELEASE
2025-09-17 14:12:05.858 | INFO     | core.iris:run_on_target:38 - IRIS output for SpringSource__spring-security-oauth_CVE-2018-1260_2.3.2.RELEASE already exists, skipping.
2025-09-17 14:12:05.858 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on SpringSource__spring-security-oauth_CVE-2018-1260_2.3.2.RELEASE
2025-09-17 14:12:05.859 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on jmrozanec__cron-utils_CVE-2021-41269_9.1.5
2025-09-17 14:12:05.859 | INFO     | core.iris:run_on_target:38 - IRIS output for jmrozanec__cron-utils_CVE-2021-41269_9.1.5 already exists, skipping.
2025-09-17 14:12:05.859 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on jmrozanec__cron-utils_CVE-2021-41269_9.1.5
2025-09-17 14:12:05.859 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on apache__struts_CVE-2020-17530_2.5.25
2025-09-17 14:12:05.859 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__struts_CVE-2020-17530_2.5.25 already exists, skipping.
2025-09-17 14:12:05.859 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on apache__struts_CVE-2020-17530_2.5.25
2025-09-17 14:12:05.860 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on asf__commons-text_CVE-2022-42889_1.9
2025-09-17 14:12:05.860 | INFO     | core.iris:run_on_target:38 - IRIS output for asf__commons-text_CVE-2022-42889_1.9 already exists, skipping.
2025-09-17 14:12:05.860 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on asf__commons-text_CVE-2022-42889_1.9
2025-09-17 14:12:05.860 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on apache__activemq_CVE-2019-0222_5.15.8
2025-09-17 14:12:05.860 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__activemq_CVE-2019-0222_5.15.8 already exists, skipping.
2025-09-17 14:12:05.860 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on apache__activemq_CVE-2019-0222_5.15.8
2025-09-17 14:12:05.860 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on ff4j__ff4j_CVE-2022-44262_1.8.13
2025-09-17 14:12:05.861 | INFO     | core.iris:run_on_target:38 - IRIS output for ff4j__ff4j_CVE-2022-44262_1.8.13 already exists, skipping.
2025-09-17 14:12:05.861 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on ff4j__ff4j_CVE-2022-44262_1.8.13
2025-09-17 14:12:05.861 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on codecentric__spring-boot-admin_CVE-2022-46166_2.6.9
2025-09-17 14:12:05.861 | INFO     | core.iris:run_on_target:38 - IRIS output for codecentric__spring-boot-admin_CVE-2022-46166_2.6.9 already exists, skipping.
2025-09-17 14:12:05.861 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-094 on codecentric__spring-boot-admin_CVE-2022-46166_2.6.9
2025-09-17 14:12:05.861 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-094 on apache__dolphinscheduler_CVE-2023-49109_3.2.0
