2025-09-17 14:13:10.890 | INFO     | utils.config:from_yaml:68 - Configuration loaded.
2025-09-17 14:13:10.891 | INFO     | __main__:run_tools:8 - Loaded 32 vulnerabilities from configuration.
2025-09-17 14:13:10.891 | INFO     | __main__:run_tools:44 - Loaded 32 vulnerabilities from configuration.
2025-09-17 14:13:10.891 | INFO     | __main__:run_tools:46 - get 32 bugs
2025-09-17 14:13:10.891 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on keycloak__keycloak_CVE-2022-1274_20.0.3
2025-09-17 14:15:10.155 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on keycloak__keycloak_CVE-2022-1274_20.0.3
2025-09-17 14:15:10.156 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on nahsra__antisamy_CVE-2016-10006_1.5.3
2025-09-17 14:15:10.156 | INFO     | core.iris:run_on_target:38 - IRIS output for nahsra__antisamy_CVE-2016-10006_1.5.3 already exists, skipping.
2025-09-17 14:15:10.156 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on nahsra__antisamy_CVE-2016-10006_1.5.3
2025-09-17 14:15:10.157 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on OWASP__json-sanitizer_CVE-2020-13973_1.2.0
2025-09-17 14:15:10.157 | INFO     | core.iris:run_on_target:38 - IRIS output for OWASP__json-sanitizer_CVE-2020-13973_1.2.0 already exists, skipping.
2025-09-17 14:15:10.157 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on OWASP__json-sanitizer_CVE-2020-13973_1.2.0
2025-09-17 14:15:10.157 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on xuxueli__xxl-job_CVE-2020-29204_2.2.0
2025-09-17 14:15:10.157 | INFO     | core.iris:run_on_target:38 - IRIS output for xuxueli__xxl-job_CVE-2020-29204_2.2.0 already exists, skipping.
2025-09-17 14:15:10.157 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on xuxueli__xxl-job_CVE-2020-29204_2.2.0
2025-09-17 14:15:10.158 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on hibernate__hibernate-validator_CVE-2019-10219_6.0.17.Final
2025-09-17 14:15:10.158 | INFO     | core.iris:run_on_target:38 - IRIS output for hibernate__hibernate-validator_CVE-2019-10219_6.0.17.Final already exists, skipping.
2025-09-17 14:15:10.158 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on hibernate__hibernate-validator_CVE-2019-10219_6.0.17.Final
2025-09-17 14:15:10.158 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on apache__jspwiki_CVE-2019-10078_2.11.0.M3
2025-09-17 14:15:10.158 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__jspwiki_CVE-2019-10078_2.11.0.M3 already exists, skipping.
2025-09-17 14:15:10.158 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on apache__jspwiki_CVE-2019-10078_2.11.0.M3
2025-09-17 14:15:10.158 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on apache__jspwiki_CVE-2019-10076_2.11.0.M3
2025-09-17 14:15:10.159 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__jspwiki_CVE-2019-10076_2.11.0.M3 already exists, skipping.
2025-09-17 14:15:10.159 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on apache__jspwiki_CVE-2019-10076_2.11.0.M3
2025-09-17 14:15:10.159 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on asf__cxf_CVE-2016-6812_3.0.11
2025-09-17 14:15:10.159 | INFO     | core.iris:run_on_target:38 - IRIS output for asf__cxf_CVE-2016-6812_3.0.11 already exists, skipping.
2025-09-17 14:15:10.159 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on asf__cxf_CVE-2016-6812_3.0.11
2025-09-17 14:15:10.159 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on xwiki__xwiki-commons_CVE-2023-29528_14.9-rc-1
2025-09-17 14:15:15.693 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on xwiki__xwiki-commons_CVE-2023-29528_14.9-rc-1
2025-09-17 14:15:15.694 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on asf__cxf_CVE-2019-17573_3.2.11
2025-09-17 14:15:15.694 | INFO     | core.iris:run_on_target:38 - IRIS output for asf__cxf_CVE-2019-17573_3.2.11 already exists, skipping.
2025-09-17 14:15:15.694 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on asf__cxf_CVE-2019-17573_3.2.11
2025-09-17 14:15:15.694 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on apache__jspwiki_CVE-2022-46907_2.11.3
2025-09-17 14:15:15.694 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__jspwiki_CVE-2022-46907_2.11.3 already exists, skipping.
2025-09-17 14:15:15.695 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on apache__jspwiki_CVE-2022-46907_2.11.3
2025-09-17 14:15:15.695 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on xwiki__xwiki-commons_CVE-2023-29201_14.5
2025-09-17 14:15:15.695 | INFO     | core.iris:run_on_target:38 - IRIS output for xwiki__xwiki-commons_CVE-2023-29201_14.5 already exists, skipping.
2025-09-17 14:15:15.695 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on xwiki__xwiki-commons_CVE-2023-29201_14.5
2025-09-17 14:15:15.695 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on keycloak__keycloak_CVE-2014-3656_1.0.5.Final
2025-09-17 14:25:31.055 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on keycloak__keycloak_CVE-2014-3656_1.0.5.Final
2025-09-17 14:25:31.056 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on eclipse__hawkbit_CVE-2020-27219_0.3.0M6
2025-09-17 14:38:20.351 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on eclipse__hawkbit_CVE-2020-27219_0.3.0M6
2025-09-17 14:38:20.352 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on mapfish__mapfish-print_CVE-2020-15231_3.22.0
2025-09-17 14:38:25.986 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on mapfish__mapfish-print_CVE-2020-15231_3.22.0
2025-09-17 14:38:25.987 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on rhuss__jolokia_CVE-2018-1000129_1.4.0
2025-09-17 14:43:55.044 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on rhuss__jolokia_CVE-2018-1000129_1.4.0
2025-09-17 14:43:55.045 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on xwiki__xwiki-commons_CVE-2023-31126_14.10.3
