2025-09-19 07:50:10.686 | INFO     | utils.config:from_yaml:68 - Configuration loaded.
2025-09-19 07:50:10.686 | INFO     | __main__:run_tools:8 - Loaded 13 vulnerabilities from configuration.
2025-09-19 07:50:10.686 | INFO     | __main__:run_tools:44 - Loaded 13 vulnerabilities from configuration.
2025-09-19 07:50:10.687 | INFO     | __main__:run_tools:46 - get 13 bugs
2025-09-19 07:50:10.687 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on jenkinsci__docker-commons-plugin_CVE-2022-20617_1.17
2025-09-19 07:53:37.171 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on jenkinsci__docker-commons-plugin_CVE-2022-20617_1.17
2025-09-19 07:53:37.171 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on apache__activemq_CVE-2014-3576_5.10.1
2025-09-19 07:53:37.171 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__activemq_CVE-2014-3576_5.10.1 already exists, skipping.
2025-09-19 07:53:37.172 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on apache__activemq_CVE-2014-3576_5.10.1
2025-09-19 07:53:37.172 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on jenkinsci__workflow-cps-global-lib-plugin_CVE-2022-25174_544.vff04fa68714d
2025-09-19 07:57:10.867 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on jenkinsci__workflow-cps-global-lib-plugin_CVE-2022-25174_544.vff04fa68714d
2025-09-19 07:57:10.867 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on jenkinsci__workflow-cps-plugin_CVE-2022-25173_2646.v6ed3b5b01ff1
2025-09-19 08:02:21.446 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on jenkinsci__workflow-cps-plugin_CVE-2022-25173_2646.v6ed3b5b01ff1
2025-09-19 08:02:21.446 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on codehaus-plexus__plexus-utils_CVE-2017-1000487_3.0.15
2025-09-19 08:02:21.447 | INFO     | core.iris:run_on_target:38 - IRIS output for codehaus-plexus__plexus-utils_CVE-2017-1000487_3.0.15 already exists, skipping.
2025-09-19 08:02:21.447 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on codehaus-plexus__plexus-utils_CVE-2017-1000487_3.0.15
2025-09-19 08:02:21.447 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on jenkinsci__git-client-plugin_CVE-2019-10392_2.8.4
2025-09-19 08:08:25.939 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on jenkinsci__git-client-plugin_CVE-2019-10392_2.8.4
2025-09-19 08:08:25.940 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on x-stream__xstream_CVE-2021-21345_1.4.15
2025-09-19 08:08:25.940 | INFO     | core.iris:run_on_target:38 - IRIS output for x-stream__xstream_CVE-2021-21345_1.4.15 already exists, skipping.
2025-09-19 08:08:25.940 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on x-stream__xstream_CVE-2021-21345_1.4.15
2025-09-19 08:08:25.940 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on jenkinsci__script-security-plugin_CVE-2023-24422_1228.vd93135a_2fb_25
2025-09-19 08:18:35.000 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on jenkinsci__script-security-plugin_CVE-2023-24422_1228.vd93135a_2fb_25
2025-09-19 08:18:35.001 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on x-stream__xstream_CVE-2020-26217_1.4.14-java7
2025-09-19 08:18:40.521 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on x-stream__xstream_CVE-2020-26217_1.4.14-java7
2025-09-19 08:18:40.521 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on apache__nifi_CVE-2022-33140_1.16.2
2025-09-19 08:18:46.017 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on apache__nifi_CVE-2022-33140_1.16.2
2025-09-19 08:18:46.017 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on jenkinsci__perfecto-plugin_CVE-2020-2261_1.17
2025-09-19 08:21:24.532 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on jenkinsci__perfecto-plugin_CVE-2020-2261_1.17
2025-09-19 08:21:24.532 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on jenkinsci__workflow-multibranch-plugin_CVE-2022-25175_706.vd43c65dec013
2025-09-19 08:24:19.104 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on jenkinsci__workflow-multibranch-plugin_CVE-2022-25175_706.vd43c65dec013
2025-09-19 08:24:19.105 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-078 on x-stream__xstream_CVE-2013-7285_1.4.6
2025-09-19 08:24:19.105 | INFO     | core.iris:run_on_target:38 - IRIS output for x-stream__xstream_CVE-2013-7285_1.4.6 already exists, skipping.
2025-09-19 08:24:19.105 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-078 on x-stream__xstream_CVE-2013-7285_1.4.6
