2025-09-18 16:10:06.462 | INFO     | utils.config:from_yaml:68 - Configuration loaded.
2025-09-18 16:10:06.463 | INFO     | __main__:run_tools:8 - Loaded 32 vulnerabilities from configuration.
2025-09-18 16:10:06.463 | INFO     | __main__:run_tools:44 - Loaded 32 vulnerabilities from configuration.
2025-09-18 16:10:06.463 | INFO     | __main__:run_tools:46 - get 32 bugs
2025-09-18 16:10:06.463 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on nahsra__antisamy_CVE-2017-14735_1.5.6
2025-09-18 16:10:06.463 | INFO     | core.iris:run_on_target:38 - IRIS output for nahsra__antisamy_CVE-2017-14735_1.5.6 already exists, skipping.
2025-09-18 16:10:06.463 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on nahsra__antisamy_CVE-2017-14735_1.5.6
2025-09-18 16:10:06.463 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on alibaba__nacos_CVE-2021-44667_2.0.3
2025-09-18 16:10:06.463 | INFO     | core.iris:run_on_target:38 - IRIS output for alibaba__nacos_CVE-2021-44667_2.0.3 already exists, skipping.
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on alibaba__nacos_CVE-2021-44667_2.0.3
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on nahsra__antisamy_CVE-2022-29577_1.6.6.1
2025-09-18 16:10:06.464 | INFO     | core.iris:run_on_target:38 - IRIS output for nahsra__antisamy_CVE-2022-29577_1.6.6.1 already exists, skipping.
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on nahsra__antisamy_CVE-2022-29577_1.6.6.1
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on keycloak__keycloak_CVE-2014-3656_1.0.5.Final
2025-09-18 16:10:06.464 | INFO     | core.iris:run_on_target:38 - IRIS output for keycloak__keycloak_CVE-2014-3656_1.0.5.Final already exists, skipping.
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on keycloak__keycloak_CVE-2014-3656_1.0.5.Final
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on keycloak__keycloak_CVE-2022-4361_21.1.1
2025-09-18 16:10:06.464 | INFO     | core.iris:run_on_target:38 - IRIS output for keycloak__keycloak_CVE-2022-4361_21.1.1 already exists, skipping.
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on keycloak__keycloak_CVE-2022-4361_21.1.1
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on asf__cxf_CVE-2019-17573_3.2.11
2025-09-18 16:10:06.464 | INFO     | core.iris:run_on_target:38 - IRIS output for asf__cxf_CVE-2019-17573_3.2.11 already exists, skipping.
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on asf__cxf_CVE-2019-17573_3.2.11
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on apache__jspwiki_CVE-2019-10076_2.11.0.M3
2025-09-18 16:10:06.464 | INFO     | core.iris:run_on_target:38 - IRIS output for apache__jspwiki_CVE-2019-10076_2.11.0.M3 already exists, skipping.
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on apache__jspwiki_CVE-2019-10076_2.11.0.M3
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on xwiki__xwiki-commons_CVE-2023-36471_14.10.5
2025-09-18 16:10:06.464 | INFO     | core.iris:run_on_target:38 - IRIS output for xwiki__xwiki-commons_CVE-2023-36471_14.10.5 already exists, skipping.
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on xwiki__xwiki-commons_CVE-2023-36471_14.10.5
2025-09-18 16:10:06.464 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on nahsra__antisamy_CVE-2016-10006_1.5.3
2025-09-18 16:10:06.464 | INFO     | core.iris:run_on_target:38 - IRIS output for nahsra__antisamy_CVE-2016-10006_1.5.3 already exists, skipping.
2025-09-18 16:10:06.465 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on nahsra__antisamy_CVE-2016-10006_1.5.3
2025-09-18 16:10:06.465 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on DSpace__DSpace_CVE-2022-31192_5.10
2025-09-18 16:10:06.465 | INFO     | core.iris:run_on_target:38 - IRIS output for DSpace__DSpace_CVE-2022-31192_5.10 already exists, skipping.
2025-09-18 16:10:06.465 | INFO     | __main__:run_tools:50 - Completed IRIS for vulnerability: CWE-079 on DSpace__DSpace_CVE-2022-31192_5.10
2025-09-18 16:10:06.465 | INFO     | __main__:run_tools:48 - Running IRIS for vulnerability: CWE-079 on xwiki__xwiki-commons_CVE-2023-29201_14.5
2025-09-18 16:10:06.465 | INFO     | core.iris:run_on_target:38 - IRIS output for xwiki__xwiki-commons_CVE-2023-29201_14.5 already exists, skipping.
