2025-09-14 17:49:12.428 | INFO     | utils.config:from_yaml:61 - Configuration loaded.
2025-09-14 17:49:12.428 | INFO     | __main__:run_tools:8 - Loaded 32 vulnerabilities from configuration.
2025-09-14 17:49:12.429 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:49:12.429 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:49:12.429 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name nahsra__antisamy_CVE-2016-10006_1.5.3
2025-09-14 17:49:13.556 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on nahsra__antisamy_CVE-2016-10006_1.5.3
2025-09-14 17:49:13.556 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:49:13.556 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name apache__jspwiki_CVE-2022-46907_2.11.3
2025-09-14 17:49:48.845 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on apache__jspwiki_CVE-2022-46907_2.11.3
2025-09-14 17:49:48.846 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:49:48.846 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name apache__jspwiki_CVE-2019-10076_2.11.0.M3
2025-09-14 17:50:19.807 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on apache__jspwiki_CVE-2019-10076_2.11.0.M3
2025-09-14 17:50:19.807 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:50:19.807 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name asf__cxf_CVE-2019-17573_3.2.11
2025-09-14 17:59:08.660 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on asf__cxf_CVE-2019-17573_3.2.11
2025-09-14 17:59:08.660 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:59:08.660 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name xwiki__xwiki-rendering_CVE-2023-32070_14.5
2025-09-14 17:59:09.958 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on xwiki__xwiki-rendering_CVE-2023-32070_14.5
2025-09-14 17:59:09.959 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:59:09.959 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name keycloak__keycloak_CVE-2022-4137_20.0.3
2025-09-14 17:59:12.172 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on keycloak__keycloak_CVE-2022-4137_20.0.3
2025-09-14 17:59:12.172 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:59:12.172 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name hibernate__hibernate-validator_CVE-2019-10219_6.0.17.Final
2025-09-14 17:59:14.650 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on hibernate__hibernate-validator_CVE-2019-10219_6.0.17.Final
2025-09-14 17:59:14.650 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:59:14.650 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name xwiki__xwiki-rendering_CVE-2023-37908_14.10.3
2025-09-14 17:59:20.391 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on xwiki__xwiki-rendering_CVE-2023-37908_14.10.3
2025-09-14 17:59:20.392 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:59:20.392 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name nahsra__antisamy_CVE-2022-28367_1.6.5
2025-09-14 17:59:21.490 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on nahsra__antisamy_CVE-2022-28367_1.6.5
2025-09-14 17:59:21.490 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:59:21.490 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name xwiki__xwiki-commons_CVE-2023-31126_14.10.3
2025-09-14 17:59:24.751 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on xwiki__xwiki-commons_CVE-2023-31126_14.10.3
2025-09-14 17:59:24.751 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:59:24.751 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name xwiki__xwiki-commons_CVE-2023-29528_14.9-rc-1
2025-09-14 17:59:26.477 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on xwiki__xwiki-commons_CVE-2023-29528_14.9-rc-1
2025-09-14 17:59:26.478 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
2025-09-14 17:59:26.478 | INFO     | core.llmdfa:run_on_target:57 - Running LLMDFA with command: python run_llmdfa.py --bug-type xss --model-name gpt-4-turbo                 -syn-parser -fscot -syn-solver --solving-refine-number 3 --analysis-mode all --project_name nahsra__antisamy_CVE-2022-29577_1.6.6.1
2025-09-14 17:59:42.052 | INFO     | __main__:run_tools:81 - Completed LLMDFA for vulnerability: CWE-079 on nahsra__antisamy_CVE-2022-29577_1.6.6.1
2025-09-14 17:59:42.052 | INFO     | __main__:run_tools:73 - Running LLMDFA for vulnerability: CWE-079
