Uncontrolled data used in path expression,Accessing paths influenced by users can allow an attacker to access unexpected resources.,error, "This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/vfs/restapi/VFSWebservice.java:410:36:410:48""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/vfs/restapi/VFSWebservice.java:328:36:328:48""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/vfs/restapi/VFSWebservice.java:276:37:276:78""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/vfs/restapi/VFSWebservice.java:276:81:276:118""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/vfs/restapi/VFSWebservice.java:219:35:219:75""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/vfs/restapi/VFSWebservice.java:219:78:219:115""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/modules/fo/restapi/ForumWebService.java:595:83:595:97""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/modules/fo/restapi/ForumWebService.java:580:82:580:119""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/modules/fo/restapi/ForumWebService.java:489:74:489:111""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/modules/fo/restapi/ForumWebService.java:397:72:397:84""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/restapi/repository/course/CourseResourceFolderWebService.java:318:75:318:115""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/restapi/repository/course/CourseResourceFolderWebService.java:272:79:272:119""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/restapi/repository/course/CourseResourceFolderWebService.java:227:71:227:111""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/restapi/repository/course/CourseResourceFolderWebService.java:179:71:179:111""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/restapi/repository/course/CourseElementWebService.java:583:63:583:101""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/restapi/repository/course/CourseElementWebService.java:535:62:535:99""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/modules/bc/FileSelection.java:83:21:83:65""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/modules/bc/commands/FolderCommandHelper.java:77:23:77:55""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/webdav/servlets/WebDAVDispatcherImpl.java:400:25:400:45""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/webdav/servlets/WebDAVDispatcherImpl.java:1640:31:1640:58""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/dispatcher/DispatcherModule.java:114:23:114:45""]].",/src/main/java/org/olat/core/util/vfs/VFSManager.java,192,9,192,9, "FALSE; Context is limited! The sink point will not be triggered if the path provided by users related to path traversal."
Uncontrolled data used in path expression,Accessing paths influenced by users can allow an attacker to access unexpected resources.,error,"This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/vfs/restapi/VFSWebservice.java:410:36:410:48""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/vfs/restapi/VFSWebservice.java:328:36:328:48""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/vfs/restapi/VFSWebservice.java:276:81:276:118""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/vfs/restapi/VFSWebservice.java:219:78:219:115""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/modules/fo/restapi/ForumWebService.java:595:83:595:97""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/modules/fo/restapi/ForumWebService.java:580:82:580:119""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/modules/fo/restapi/ForumWebService.java:397:72:397:84""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/restapi/repository/course/CourseElementWebService.java:583:63:583:101""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/restapi/repository/course/CourseElementWebService.java:535:62:535:99""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/webdav/servlets/WebDAVDispatcherImpl.java:400:25:400:45""]].
This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/commons/services/webdav/servlets/WebDAVDispatcherImpl.java:1640:31:1640:58""]].",/src/main/java/org/olat/core/util/vfs/LocalFolderImpl.java,538,8,538,31, "FALSE; CodeQL do not recognize the important sanitizer of this path, the `isInPath` will avoid the path traversal."
"Arbitrary file access during archive extraction (""Zip Slip"")","Extracting files from a malicious ZIP file, or similar type of archive, without validating that the destination file path is within the destination directory can allow an attacker to unexpectedly gain access to resources.",error,"Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/commons/services/vfs/VFSRepositoryModule.java:123:10:123:13""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/commons/services/vfs/manager/VFSRepositoryServiceImpl.java:372:13:372:16""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/commons/services/vfs/manager/VFSRepositoryServiceImpl.java:388:11:388:14""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/commons/services/vfs/manager/VFSRepositoryServiceImpl.java:394:23:394:26""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/util/vfs/LocalFolderImpl.java:93:27:93:36""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/util/vfs/LocalFolderImpl.java:94:48:94:57""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/util/vfs/LocalFolderImpl.java:96:47:96:56""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/util/vfs/LocalFolderImpl.java:520:8:520:15""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/util/vfs/LocalFolderImpl.java:538:8:538:31""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/util/vfs/LocalFolderImpl.java:539:5:539:28""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/util/vfs/LocalFolderImpl.java:541:9:541:16""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/util/vfs/VFSManager.java:191:8:191:8""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///src/main/java/org/olat/core/util/vfs/VFSManager.java:192:9:192:9""]].",/src/main/java/org/olat/core/util/ZipUtil.java,237,19,237,33, "FALSE; CodeQL do not recognize the important sanitizer of this path, the `isInPath` will avoid the path traversal."
Uncontrolled data used in path expression,Accessing paths influenced by users can allow an attacker to access unexpected resources.,error,"This path depends on a [[""user-provided value""|""relative:///src/main/java/org/olat/core/dispatcher/DispatcherModule.java:114:23:114:45""]].",/src/main/java/org/olat/core/util/FileUtils.java,438,4,438,12, "FALSE; All the output path are controlled by internal logics."
